-118.28289413242601,33.9566883575644
-118.26744460850023,33.978613014793815
-118.25027847080491,33.9800364984011
-118.23620223789476,33.996262526668126
-118.20633315830491,33.99910887883647
-118.18813705234788,34.012200870382955
-118.2053031900432,34.02329902130734
-118.20701980381273,34.033257664882896
-118.20289993076585,34.04918906333298
-118.2107963541057,34.05743807559144
-118.2217826822307,34.06625509757345
-118.25577163486741,34.09270065882489
-118.27431106357835,34.11203197097648
-118.29937362461351,34.10719955697737
-118.3484687784221,34.10236686694
-118.34743881016038,34.08872013460952
-118.36426162510179,34.06540187747318
-118.37524795322679,34.046913332493
-118.36872482090257,34.030981506537714
-118.35224532871507,34.0161849889374
-118.33336257725023,34.00366284393415
-118.32752609043382,33.97234940376042
-118.28289413242601,33.9566883575644
